Name,Count,Channel,gender,occupation,ethnic_group
Kim,218,Khan Academy,female,musician,None
Mark Graber,12,Khan Academy,male,researcher,None
Michael Rappaport,7,Khan Academy,male,badminton player,None
George Washington,137,Khan Academy,male,None,None
Alexander Hamilton,136,Khan Academy,male,Christian minister,None
James Madison,187,Khan Academy,male,diplomat|politician|writer|lawyer|statesperson|philosopher,None
Hamilton,140,Khan Academy,male,Formula One driver|racing automobile driver,None
Madison,223,Khan Academy,male,radio personality,None
Patrick Henry,6,Khan Academy,male,politician|lawyer|writer,None
Samuel Adams,6,Khan Academy,male,politician|philosopher,None
Dred Scott v. Sanford,11,Khan Academy,None,None,None
Dred Scott,119,Khan Academy,male,activist,None
Christopher Bracey,12,Khan Academy,male,lawyer,None
Peter,20,Khan Academy,male,hermit|monk,None
Elizabeth Taylor Blow,28,Khan Academy,None,None,None
Emerson,68,Khan Academy,male,association football player,None
Dred,40,Khan Academy,male,composer|disc jockey|copywriter,None
Scots,21,Khan Academy,None,None,None
Dred Scott's,28,Khan Academy,None,None,None
John Sanford,8,Khan Academy,male,actor|comedian|television actor,African Americans|multiracial American
Northerners,8,Khan Academy,None,None,None
Roger Tawny,136,Khan Academy,None,None,None
Benjamin Curtis,12,Khan Academy,male,judge|lawyer|politician,None
John C. Calhoun,4,Khan Academy,male,writer|lawyer|politician|diplomat,None
Frederick Douglass',8,Khan Academy,None,None,None
Abraham Lincoln,271,Khan Academy,male,writer|lawyer|politician|farmer|military officer|statesperson|postmaster,None
Tony,28,Khan Academy,male,politician,None
Michael Ramsey,6,Khan Academy,male,priest|politician|theologian,None
Lincoln,64,Khan Academy,female,badminton player,None
Roosevelt,162,Khan Academy,male,statesperson,None
Marbury,63,Khan Academy,None,None,None
Michael Claremont,5,Khan Academy,None,None,None
Law,30,Khan Academy,male,photographer,None
Kevin Walsh,10,Khan Academy,male,association football player,None
John Adams,80,Khan Academy,male,politician,None
Thomas Jefferson,160,Khan Academy,male,teacher|writer|lawyer|politician|architect|farmer|jurist|diplomat|inventor|statesperson|paleontologist|philosopher|cryptographer|archaeologist,None
Jefferson,146,Khan Academy,male,association football player,None
William Marbury,5,Khan Academy,male,judge|lawyer,None
John Marshall,299,Khan Academy,male,percussionist|jazz musician,None
Adams,21,Khan Academy,female,actor|entrepreneur|singer|singer-songwriter|fashion designer|model|blogger,None
John Adams',13,Khan Academy,None,None,None
John Marshall's,27,Khan Academy,None,None,None
Marshall,11,Khan Academy,male,botanist,None
Trump,5,Khan Academy,male,actor|writer|businessperson|politician|entrepreneur|investor|merchant|film producer|television producer|business magnate|chief executive officer|conspiracy theorist|restaurateur|game show host|real estate entrepreneur,White Americans
Truman,65,Khan Academy,male,judge|politician|businessperson|diarist|military officer,None
Jeff Rosen's,5,Khan Academy,None,None,None
Jeff Rosen,27,Khan Academy,male,composer|record producer,None
Richard Garnett,10,Khan Academy,male,poet|writer|librarian|translator|editor,None
Andrew Jackson,167,Khan Academy,male,politician|lawyer|judge|military officer|statesperson,None
Federalist,5,Khan Academy,None,None,None
Alexander Hamilton's,17,Khan Academy,None,None,None
Akilah Maher,5,Khan Academy,None,None,None
trumps,5,Khan Academy,None,None,None
Alan Gura,22,Khan Academy,male,lawyer|gun rights advocate,None
Adam Winkler,18,Khan Academy,male,lawyer|jurist|university teacher,None
The Battle of Lexington,6,Khan Academy,None,None,None
Miller,78,Khan Academy,male,zoologist|curator|botanist,None
Heller,68,Khan Academy,male,zoologist|university teacher|anatomist|carcinologist,None
Sal,24,Khan Academy,male,military personnel,None
Jeffrey Rosen,23,Khan Academy,male,university teacher,None
Jeff,5,Khan Academy,male,researcher,None
James Wilson,22,Khan Academy,male,businessperson|politician|entrepreneur|banker|economist|editor|journalist,None
James Wilson's,5,Khan Academy,None,None,None
King George,10,Khan Academy,male,actor|influencer,None
George,5,Khan Academy,male,thaumaturge|dragonslayer|soldier,None
Brexit,5,Khan Academy,None,None,None
Jacobson,10,Khan Academy,male,painter,None
Harlan,17,Khan Academy,male,naturalist|physician|physicist|zoologist|paleontologist|botanist|herpetologist,None
Miranda,200,Khan Academy,female,singer,None
Paul Kasell,15,Khan Academy,None,None,None
Ernesto Miranda,5,Khan Academy,male,criminal,None
Ernesto,15,Khan Academy,male,cabaret performer,None
Patricia,5,Khan Academy,female,actor|pornographic actor|film director|film producer|film actor,None
Hugo Black,5,Khan Academy,male,judge|lawyer|military personnel|politician,None
John Flynn,5,Khan Academy,male,priest|aircraft pilot,None
Flynn,40,Khan Academy,male,botanist,None
Telford Taylor,5,Khan Academy,male,scientist|writer|lawyer|jurist|historian|political scientist|university teacher|magistrate|army officer,None
Listener,5,Khan Academy,None,None,None
Cassell,10,Khan Academy,None,None,None
Richard Fowles,10,Khan Academy,None,None,None
Kassel,5,Khan Academy,None,None,None
Tracy Mears,6,Khan Academy,None,None,None
Oren Kerr,12,Khan Academy,None,None,None
Mears,36,Khan Academy,male,botanist,None
Assistance,6,Khan Academy,None,None,None
Kerr,12,Khan Academy,male,writer|linguist|historian|translator|zoologist|surgeon|biologist,None
Twitter,10,Khan Academy,None,None,None
Rosa Parks,7,Khan Academy,female,public figure|human rights activist|civil rights advocate|political activist|autobiographer,African Americans
Jim Crow,117,Khan Academy,male,university teacher|classical scholar|archaeologist|classical archaeologist,None
Plessy,232,Khan Academy,None,None,None
Ferguson,97,Khan Academy,male,painter,None
Jamal Green,9,Khan Academy,male,composer|musician,None
Homer Plessy,17,Khan Academy,male,cobbler,African Americans
Jim Crow's,3,Khan Academy,None,None,None
Rick Hasson,6,Khan Academy,None,None,None
Bradley Smith,18,Khan Academy,male,motorcycle racer|motorcycle development rider,None
Smith,6,Khan Academy,female,None,None
Jones,24,Khan Academy,male,composer|record producer|bassist|songwriter|guitarist|banjoist,None
Bush,39,Khan Academy,male,politician|businessperson|military officer|autobiographer|statesperson|painter|financier|rugby union player|motivational speaker,None
McConnell,18,Khan Academy,male,pathologist,None
Citizens United,42,Khan Academy,None,None,None
Hillary the Movie,18,Khan Academy,None,None,None
Hillary Clinton,62,Khan Academy,female,lawyer|politician|jurist|autobiographer|diplomat|university teacher|film producer|podcaster,None
Barack Obama,27,Khan Academy,male,lawyer|politician|jurist|statesperson|academic|community organizer|podcaster|political writer|memoirist,African Americans
Kindle,6,Khan Academy,None,None,None
Benjamin Blumen,6,Khan Academy,None,None,None
Sonia West,6,Khan Academy,None,None,None
Donald Trump,53,Khan Academy,male,actor|writer|businessperson|politician|entrepreneur|investor|merchant|film producer|television producer|business magnate|chief executive officer|conspiracy theorist|restaurateur|game show host|real estate entrepreneur,White Americans
Rick Hayson,6,Khan Academy,None,None,None
Dean,7,Khan Academy,male,cricketer,None
Michael McConnell,12,Khan Academy,male,LGBTQ rights activist|librarian,None
Potter Stewart,6,Khan Academy,male,judge|politician,None
Ilya Somen,10,Khan Academy,None,None,None
Heather Gerkin,10,Khan Academy,None,None,None
Heather Gerkin's,5,Khan Academy,None,None,None
Neil Gorsuch,10,Khan Academy,male,lawyer,None
Richard Nixon,20,Khan Academy,male,politician|lawyer|military officer|statesperson|autobiographer,None
Andrew Johnson,62,Khan Academy,male,tailor|politician|military officer|statesperson,None
Bill Clinton,24,Khan Academy,male,writer|teacher|lawyer|statesperson|saxophonist|autobiographer|politician|governor|jurist|diplomat,None
marijuana,20,Khan Academy,None,None,None
Heather Gurkin,5,Khan Academy,None,None,None
Baker,128,Khan Academy,male,ornithologist|police officer,None
Carr,67,Khan Academy,male,painter,None
Baker Carr,11,Khan Academy,None,None,None
Theodore Olson,10,Khan Academy,male,lawyer,None
Gibson Dunn,5,Khan Academy,None,None,None
Guy Charles,5,Khan Academy,male,basketball player,None
Edward,5,Khan Academy,male,opera singer,None
Ellen Schwartzman,5,Khan Academy,None,None,None
Earl Warren,6,Khan Academy,male,lawyer|judge|politician,None
Charles Baker,9,Khan Academy,male,painter,None
Randy Barnett,22,Khan Academy,male,lawyer|writer,None
Neil Siegel,6,Khan Academy,male,systems engineer|computer scientist,None
McCulloch,44,Khan Academy,male,zoologist|ichthyologist|carcinologist,None
Edmund Randolph,16,Khan Academy,male,politician|diplomat|lawyer,None
McCullough,7,Khan Academy,None,None,None
Robert Shapiro,5,Khan Academy,male,chemist|university teacher|biochemist,None
Strauss,12,Khan Academy,male,botanist,None
Rabaport,6,Khan Academy,None,None,None
Elizabeth Wydra,12,Khan Academy,female,lawyer,None
Otis McDonald,6,Khan Academy,None,None,None
Samuel Pomeray,12,Khan Academy,None,None,None
Thomas,29,Khan Academy,male,photographer|artist|painter|sculptor|visual artist|drawer,None
Scalia,15,Khan Academy,male,judge|lawyer|professor|jurist,None
Alito,33,Khan Academy,male,politician,None
Elizabeth Weidra,12,Khan Academy,None,None,None
Erin Holly,18,Khan Academy,None,None,None
Erin Holly's,6,Khan Academy,None,None,None
Clinton,37,Khan Academy,male,writer|teacher|lawyer|statesperson|saxophonist|autobiographer|politician|governor|jurist|diplomat,None
Benjamin Franklin,8,Khan Academy,male,politician,None
Richard Epstein,6,Khan Academy,male,music educator|pianist,None
colonists,5,Khan Academy,None,None,None
Griswold,23,Khan Academy,male,arachnologist,None
Douglas,16,Khan Academy,male,None,None
Jeffrey Fisher,6,Khan Academy,male,composer|musician,None
Walter Raleigh,18,Khan Academy,male,writer|poet|politician|knight|spy|explorer,None
Bebes,6,Khan Academy,None,None,None
Kurt Lash,6,Khan Academy,None,None,None
George Mason,28,Khan Academy,male,planter class|politician|lawyer,None
Gary,10,Khan Academy,male,singer|record producer|songwriter|restaurateur|music promoter,None
John Bingham,6,Khan Academy,male,judge|lawyer|politician|diplomat,None
Roger Sherman,2,Khan Academy,male,lawyer|judge|politician|diplomat|statesperson,None
Clark Forsythe,12,Khan Academy,None,None,None
Melissa Murray,18,Khan Academy,female,researcher,None
Alexander F.,6,Khan Academy,None,None,None
May T. Morrison,6,Khan Academy,female,philanthropist|suffragist,None
Norma McCorvey,92,Khan Academy,female,autobiographer|activist,None
Jane Rowe,24,Khan Academy,female,None,None
Norma McCorvey's,28,Khan Academy,None,None,None
Sarah Weddington,18,Khan Academy,female,politician|lawyer,None
Linda Coffey,6,Khan Academy,None,None,None
Wade,22,Khan Academy,male,botanist,None
Blackman,18,Khan Academy,male,politician,None
William O. Douglas,23,Khan Academy,male,lawyer|judge|trade unionist|university teacher,None
Rehnquist,18,Khan Academy,None,None,None
White,6,Khan Academy,male,entomologist,None
Frank Church,6,Khan Academy,male,politician,None
Harris,6,Khan Academy,male,entomologist|printmaker,None
Casey,7,Khan Academy,female,singer-songwriter|slam poet|rapper,None
Stephen Breyer,12,Khan Academy,male,judge|university teacher|jurist|lawyer|politician,None
Oliver Brown,6,Khan Academy,male,baseball player,None
Linda,6,Khan Academy,female,pornographic actor,None
Theodore Shaw,12,Khan Academy,None,None,None
Richard,6,Khan Academy,male,Catholic bishop|Catholic priest,None
Francis Mallory,6,Khan Academy,male,politician|military officer,None
Kenneth Clark,24,Khan Academy,male,writer|politician|historian|curator|university teacher|television presenter|art historian,None
Kenneth Clark's,6,Khan Academy,None,None,None
Leon Higginbotham,24,Khan Academy,None,None,None
Brown,107,Khan Academy,male,paleontologist,None
Martin Luther King,39,Khan Academy,male,writer|politician|pastor|preacher|pacifist|peace activist|civil rights advocate|human rights activist,African Americans
Thurgood Marshall,26,Khan Academy,male,judge|lawyer|politician|jurist,African Americans
Thurgood Marshall's,6,Khan Academy,None,None,None
Sai Prakash,10,Khan Academy,male,screenwriter|film director|film producer,None
Michael Gerhart,10,Khan Academy,None,None,None
Gerhart,5,Khan Academy,None,None,None
Obama,66,Khan Academy,male,lawyer|politician|jurist|statesperson|academic|community organizer|podcaster|political writer|memoirist,African Americans
George Washington's,21,Khan Academy,None,None,None
Franklin Roosevelt,15,Khan Academy,male,statesperson,None
Michael Gerhardt,5,Khan Academy,male,jurist|judge,None
John Stineford,18,Khan Academy,None,None,None
Jeffries,6,Khan Academy,male,painter|drawer,None
Aldgate,6,Khan Academy,None,None,None
Livermore,6,Khan Academy,male,microbiologist,None
Anthony Kennedy,21,Khan Academy,male,lawyer|judge|politician|university teacher|jurist,None
Hyde,6,Khan Academy,male,composer|actor|film actor|singer|record producer|singer-songwriter|guitarist,None
Renee Lerner,6,Khan Academy,None,None,None
FDR,58,Khan Academy,male,statesperson,None
Ronald Reagan,27,Khan Academy,male,screenwriter|character actor|announcer|voice actor|lifeguard|art collector|autobiographer|trade unionist|film actor|game show host|television actor|diarist|anti-communist|actor|military officer|politician|statesperson,None
Ronald Reagan's,1,Khan Academy,None,None,None
Milton Friedman,9,Khan Academy,male,economist|university teacher|statistician|essayist,None
Fidel Castro,64,Khan Academy,male,politician|lawyer|journalist|revolutionary|partisan|statesperson,Galicians
Kennedy,139,Khan Academy,male,writer|anti-communist|politician|statesperson|journalist|naval officer,Irish Americans
Castro,24,Khan Academy,male,politician|lawyer|journalist|revolutionary|partisan|statesperson,Galicians
Khrushchev,32,Khan Academy,male,military personnel|politician|revolutionary,Russians
John F. Kennedy,63,Khan Academy,male,writer|anti-communist|politician|statesperson|journalist|naval officer,Irish Americans
John F. Kennedy's,4,Khan Academy,None,None,None
Che Guevara,10,Khan Academy,male,partisan|revolutionary,None
Raul Castro,8,Khan Academy,None,None,None
Alan Dulles,6,Khan Academy,None,None,None
Kim Il-sung,18,Khan Academy,male,politician,Koreans
Sigmund Rhee,8,Khan Academy,None,None,None
Mao Zedong,16,Khan Academy,male,writer|teacher|poet|politician|librarian|revolutionary|calligrapher|philosopher|strategist|political theorist,Han Chinese people
Chiang Kai-shek,6,Khan Academy,male,politician|military personnel,None
Douglas MacArthur,4,Khan Academy,male,army officer|military officer,None
David,15,Khan Academy,male,architect|drawer,None
Sparky,5,Khan Academy,male,screenwriter|writer|artist|illustrator|comics artist|cartoonist|journalist|postage stamp designer|ice hockey player,None
Harry Truman,50,Khan Academy,male,judge|politician|businessperson|diarist|military officer,None
Joseph Stalin,9,Khan Academy,male,politician|statesperson|opinion journalist|revolutionary|linguist,None
Hitler,79,Khan Academy,male,politician,None
Stalin,22,Khan Academy,male,politician|statesperson|opinion journalist|revolutionary|linguist,None
Nixon,15,Khan Academy,male,politician|lawyer|military officer|statesperson|autobiographer,None
Johnson,19,Khan Academy,male,visual artist|painter,None
Van Tu,6,Khan Academy,None,None,None
Viet Cong,8,Khan Academy,None,None,None
Karl Marx,28,Khan Academy,male,writer|socialist|author|philosopher|film screenwriter|social scientist|poet|journalist|sociologist|politician|revolutionary|economist|historian,Ashkenazi Jews
Vladimir Lenin,8,Khan Academy,male,politician|revolutionary,None
Karl Marx's,8,Khan Academy,None,None,None
Mark Twain,8,Khan Academy,male,journalist|teacher|writer|novelist|prose writer|humorist|autobiographer|science fiction writer|travel writer|aphorist|children's writer|opinion journalist,None
Jamestown,15,Khan Academy,None,None,None
Roger Williams,1,Khan Academy,male,politician,None
William Penn,12,Khan Academy,male,writer|politician|entrepreneur|theologian|philosopher|Colonial proprietor,None
Quakers,9,Khan Academy,None,None,None
William Penn's,4,Khan Academy,None,None,None
Penn,1,Khan Academy,None,photographer,None
John White,40,Khan Academy,male,television actor|actor|film actor,None
John White's,8,Khan Academy,None,None,None
John Smith,19,Khan Academy,male,politician,None
John Rolf,5,Khan Academy,None,None,None
Christopher Columbus,33,Khan Academy,male,sailor|explorer|inventor|seafarer|traveler,None
Elizabeth,6,Khan Academy,female,None,None
Mary,4,Khan Academy,female,None,None
Queen Elizabeth,9,Khan Academy,female,monarch|queen,None
James,3,Khan Academy,male,Catholic priest|Catholic bishop,None
Ben Franklin,11,Khan Academy,male,writer|politician|diplomat,None
Gilbert,6,Khan Academy,male,feudatory,None
Humphrey Gilbert,10,Khan Academy,male,politician|explorer,None
Nathaniel Bacon,5,Khan Academy,male,politician|settler,None
Lee,168,Khan Academy,female,None,None
Abraham Lincoln's,46,Khan Academy,None,None,None
S. Grant,6,Khan Academy,None,None,None
Uncle,54,Khan Academy,None,comics artist|manhwaga,None
Tom,70,Khan Academy,male,actor|teacher|singer|singer-songwriter|poet|songwriter|street artist|television actor,Romanian Americans|Jewish people
Harriet Beecher Stowe,39,Khan Academy,female,writer|poet|children's writer|novelist|essayist|short story writer|abolitionist,None
Uncle Tom's,51,Khan Academy,None,None,None
Cabin,35,Khan Academy,None,None,None
Tom's,6,Khan Academy,None,None,None
Jesus,8,Khan Academy,male,prophet|teacher|tektōn|pastor|religious leader|Messiah|healer|carpenter|rabbi|preacher|thaumaturge|father of faith,Jewish people
Uncle Tom's',6,Khan Academy,None,None,None
Simon Legree,6,Khan Academy,male,photographer|magazine writer,None
Cotton,8,Khan Academy,male,baseball player|athletics competitor,None
Frederick Douglass,23,Khan Academy,male,writer|businessperson|film editor|orator|politician|abolitionist|autobiographer|diplomat|suffragist|editor|caulker|journalist,African Americans
John Brown,4,Khan Academy,male,tanner|entrepreneur|social activist|postmaster|abolitionist,None
Walter Isaacson,6,Khan Academy,male,writer|biographer|journalist,None
Jeffrey,16,Khan Academy,male,novelist,None
Robert E. Lee,28,Khan Academy,male,military officer|military personnel|army officer,None
Harry Potter,4,Khan Academy,male,golfer,None
anti-Tom,8,Khan Academy,None,None,None
William Tecumseh Sherman,19,Khan Academy,male,writer|military officer|lawyer|banker,None
Jefferson Davis,6,Khan Academy,male,writer|businessperson|politician|military officer|political writer,None
James Buchanan,2,Khan Academy,male,lawyer|politician|diplomat|statesperson,None
Buchanan,2,Khan Academy,male,professional wrestler,None
Antietam,28,Khan Academy,None,None,None
George Mead,14,Khan Academy,male,psychologist|university teacher|sociologist|philosopher,None
Edward Everett,18,Khan Academy,male,politician|writer|diplomat|university teacher,None
Everett,28,Khan Academy,male,botanist,None
William Seward,4,Khan Academy,male,lawyer|writer|politician|diplomat,None
William Lloyd Garrison,2,Khan Academy,male,journalist|writer|social reformer|editor|abolitionist,None
Horace Greeley,6,Khan Academy,male,businessperson|writer|abolitionist|politician|editing staff|editor|journalist|publisher,None
John Wilkes Booth,68,Khan Academy,male,actor|writer|stage actor,None
Robert E. Lee's,6,Khan Academy,None,None,None
George B. McClellan,14,Khan Academy,male,designer|army officer|writer|military officer,None
Bull Run,18,Khan Academy,None,None,None
George Pickett's,8,Khan Academy,None,None,None
Ulysses S. Grant,10,Khan Academy,male,statesperson|writer|explorer|army officer,None
Westward,8,Khan Academy,None,None,None
John Gast,8,Khan Academy,male,painter|lithographer,None
Ruth,2,Khan Academy,female,association football player,None
Hood Hayes,6,Khan Academy,None,None,None
Oliver Wendell,8,Khan Academy,male,astronomer,None
McClellan,66,Khan Academy,None,None,None
Matthew Brady,2,Khan Academy,male,None,None
Matthew,4,Khan Academy,male,presbyter|publican|tax collector,None
Winfield Scott,1,Khan Academy,male,politician|military officer,None
Zachary Taylor,3,Khan Academy,male,statesperson,None
James K. Polk,14,Khan Academy,male,lawyer|politician|farmer|statesperson,None
Zachary Taylor's,1,Khan Academy,None,None,None
Taylor,4,Khan Academy,male,zoologist|herpetologist|university teacher|ichthyologist,None
Sherman,16,Khan Academy,male,botanist,None
James Madison's,4,Khan Academy,None,None,None
Grant,4,Khan Academy,male,writer|zoologist|anatomist,None
John Wilkes Booth's,10,Khan Academy,None,None,None
John,16,Khan Academy,male,Catholic bishop|Catholic priest,None
Booth,8,Khan Academy,male,printmaker|painter,None
William Seward's,12,Khan Academy,None,None,None
Henry Clay,23,Khan Academy,male,writer|lawyer|diplomat|politician,None
Irwin Chemerinsky,10,Khan Academy,None,None,None
Michael Rapaport,5,Khan Academy,male,comedian|television actor|film director|film actor|podcaster,None
Sal Khan,9,Khan Academy,male,teacher|writer|entrepreneur|mathematician|television producer|YouTuber,None
Stephanos Bebas,5,Khan Academy,None,None,None
Fischer,5,Khan Academy,male,naturalist|writer|librarian|translator|zoologist|lepidopterist|biologist|ornithologist|university teacher|paleontologist|botanist|entomologist|anatomist,None
Roe,15,Khan Academy,male,naval officer|botanist|politician|diarist|explorer,None
Norma McCorbey,10,Khan Academy,None,None,None
Hellerstatt,5,Khan Academy,None,None,None
Donald Dripps,5,Khan Academy,None,None,None
Stephen Salzburg,5,Khan Academy,None,None,None
Wallace,5,Khan Academy,male,naturalist|writer|mathematician|beekeeper|zoologist|biologist|geographer|world traveler|ornithologist|botanical collector|anthropologist|botanist|entomologist|explorer|anti-vaccine activist|zoological collector,None
Stephen SalzburgStephen Salzburg,5,Khan Academy,None,None,None
King John,10,Khan Academy,male,monarch,None
Magna Carta,5,Khan Academy,None,None,None
John Luburn,20,Khan Academy,None,None,None
Dredd Scott,5,Khan Academy,None,None,None
F.,5,Khan Academy,male,researcher,None
Green,8,Khan Academy,female,artist|scientific illustrator,None
Amy Green,16,Khan Academy,female,ship-owner,None
Rose,16,Khan Academy,female,None,None
Amy Green's,6,Khan Academy,None,None,None
George W. Bush,25,Khan Academy,male,politician|businessperson|military officer|autobiographer|statesperson|painter|financier|rugby union player|motivational speaker,None
George W. Bush's,6,Khan Academy,None,None,None
Walter Cronkite,6,Khan Academy,male,journalist|news presenter,None
Mitt Romney,8,Khan Academy,male,politician|Mormon missionary|business executive|consultant|non-fiction writer,None
A.,5,Khan Academy,male,researcher,None
John McCain,35,Khan Academy,male,writer|screenwriter|author|politician|fighter pilot|television presenter|aircraft pilot|naval officer|autobiographer,None
Sarah Palin,30,Khan Academy,female,politician|model|autobiographer|anti-vaccine activist,None
Kenneth Garrett,25,Khan Academy,male,paleontologist|photographer|archaeologist|anthropologist,None
John McCain's,5,Khan Academy,None,None,None
George Bush,15,Khan Academy,male,politician|businessperson|military officer|autobiographer|statesperson|painter|financier|rugby union player|motivational speaker,None
John Kerry,10,Khan Academy,male,lawyer|politician|diplomat|aircraft pilot|naval officer|climate activist|peace activist,None
John Kerry's,5,Khan Academy,None,None,None
Hillary Clinton's,18,Khan Academy,None,None,None
George H. W. Bush,6,Khan Academy,male,politician|entrepreneur|autobiographer|diplomat|statesperson|aircraft pilot|naval officer|baseball player,None
Reagan,12,Khan Academy,None,None,None
Carter,2,Khan Academy,male,painter|screenwriter|film director|visual artist,None
Theodore Roosevelt,23,Khan Academy,male,naturalist|writer|rancher|explorer|politician|conservationist|essayist|autobiographer|diarist|historian|statesperson|ornithologist,None
Ross Perot,14,Khan Academy,male,entrepreneur|naval officer|politician,None
Winner,2,Khan Academy,female,botanist,None
Ross,2,Khan Academy,male,entrepreneur,None
Donald Trump's,8,Khan Academy,None,None,None
Shaw,6,Khan Academy,female,basketball player,None
Powell,20,Khan Academy,male,writer|missionary|botanist,None
Bollinger,14,Khan Academy,male,volapükologist,None
Sandra Day O'Connor,4,Khan Academy,female,judge|lawyer|politician|jurist,None
Clarence Thomas,6,Khan Academy,male,judge|politician|lawyer,African Americans
Sandra Day O'Connor's,2,Khan Academy,None,None,None
Martin Luther King's,10,Khan Academy,None,None,None
Jane Adams,3,Khan Academy,female,stage actor|actor|television actor|film actor,None
Rutherford B. Hayes,6,Khan Academy,male,lawyer|military officer|statesperson,None
Samuel J. Tilden,6,Khan Academy,male,lawyer|politician,None
Hayes,6,Khan Academy,male,photographer|engraver|graphic artist|lithographer|painter,None
Hooray,2,Khan Academy,female,snooker player,None
Andrew Carnegie,12,Khan Academy,male,writer|entrepreneur|economist|business magnate|industrialist|merchant|fabricator|philanthropist,None
J.P. Morgan,12,Khan Academy,male,entrepreneur|banker|financier|art collector,None
John D. Rockefeller,6,Khan Academy,male,entrepreneur|accountant|banker,Americans
Jacob Reese,28,Khan Academy,male,politician,None
Albert Einstein,2,Khan Academy,male,physicist,Jewish people
Darwin,8,Khan Academy,male,writer|geologist|ethologist|botanist|philosopher|naturalist|travel writer|explorer,None
Herbert Spencer,14,Khan Academy,male,journalist|sociologist|botanist|anthropologist|philosopher|writer|economist|psychologist|biologist,None
Herbert Spencer's,6,Khan Academy,None,None,None
Spencer,11,Khan Academy,male,painter,None
Thomas Edison,8,Khan Academy,male,inventor|entrepreneur|screenwriter|film director|businessperson|physicist|mathematician|engineer,Americans
North,5,Khan Academy,male,musician,None
Mary Anton,6,Khan Academy,None,None,None
Lee Choo,6,Khan Academy,None,None,None
Al-Andalus,6,Khan Academy,None,None,None
Isabella,36,Khan Academy,female,ruler,None
Christopher Columbus's,10,Khan Academy,None,None,None
Franklin Delano Roosevelt,58,Khan Academy,male,statesperson,None
Herbert Hoover,29,Khan Academy,male,writer|businessperson|engineer|statesperson|mining engineer|geologist|politician,None
Marco Polo,2,Khan Academy,male,writer|entrepreneur|ambassador|diplomat|merchant|memoirist|world traveler|traveler|explorer,None
Greeks,6,Khan Academy,None,None,None
Aztecs,10,Khan Academy,None,None,None
Daniel Shays,24,Khan Academy,male,farmer,None
Thomas Jefferson's,13,Khan Academy,None,None,None
Abigail Adams,4,Khan Academy,female,politician|writer,None
John Locke,22,Khan Academy,male,writer|physician|scientist|politician|philosopher|philosopher of law,None
John Locke's,8,Khan Academy,None,None,None
Edward Braddock,6,Khan Academy,male,military personnel,None
Arthur Schlesinger,5,Khan Academy,male,anesthesiologist|surgeon,None
Grassley,6,Khan Academy,None,None,None
Gerry,4,Khan Academy,male,physicist,None
Portella,14,Khan Academy,None,None,None
Larry Bird High School,6,Khan Academy,None,None,None
Cameth,21,Khan Academy,None,None,None
George III,1,Khan Academy,male,monarch|politician|ruler|aristocrat|art collector|patron of the arts,None
Eisenhower,12,Khan Academy,male,politician|writer|military personnel|military officer|statesperson|army officer,None
Hasturt,6,Khan Academy,None,None,None
Theodore Roosevelt's,4,Khan Academy,None,None,None
James Monroe,15,Khan Academy,male,writer|lawyer|politician|farmer|diplomat|statesperson,None
Gerald Ford,6,Khan Academy,male,lawyer|politician|military officer|statesperson|gridiron football player|autobiographer|American football player,None
Jimmy Carter,1,Khan Academy,male,writer|businessperson|submariner|engineer|environmentalist|politician|peace activist|naval officer|farmer|novelist|autobiographer|humanitarian|diplomat|statesperson|human rights activist,None
George Wallace,7,Khan Academy,male,judge|lawyer|boxer|politician|military officer,None
Lyndon Johnson's,2,Khan Academy,None,None,None
Lyndon Johnson,8,Khan Academy,male,rancher|statesperson|politician|teacher,None
George H.W. Bush,3,Khan Academy,male,politician|entrepreneur|autobiographer|diplomat|statesperson|aircraft pilot|naval officer|baseball player,None
Bill Clinton's,3,Khan Academy,None,None,None
Uncle Sam,2,Khan Academy,male,singer,None
Uncle Sam's,1,Khan Academy,None,None,None
Frederick Jackson Turner,6,Khan Academy,male,historian|writer,None
Alfred Thayer Mahan,8,Khan Academy,male,writer|military officer|historian|political scientist|military historian|geopolitical analyst,None
Pearl Harbor,4,Khan Academy,female,musician|singer,None
Adolf Hitler,10,Khan Academy,male,politician,None
Vichy France,6,Khan Academy,None,None,None
Winston Churchill,2,Khan Academy,male,politician|historian,None
Woodrow Wilson,30,Khan Academy,male,teacher|lawyer|writer|university teacher|politician|jurist|statesperson|political scientist|academic,None
Malaya,6,Khan Academy,None,None,None
Teddy Roosevelt,5,Khan Academy,male,naturalist|writer|rancher|explorer|politician|conservationist|essayist|autobiographer|diarist|historian|statesperson|ornithologist,None
Woodrow Wilson's,2,Khan Academy,None,None,None
Iwo Jima,6,Khan Academy,None,None,None
Okinawa,6,Khan Academy,None,None,None
Ida B. Wells,1,Khan Academy,female,writer|human rights activist|journalist|sociologist|suffragist,African Americans
Mussolini,14,Khan Academy,male,teacher|politician|journalist|fascist,None
Wilson,6,Khan Academy,None,None,None
Arthur Zimmerman,8,Khan Academy,None,None,None
Zimmerman,4,Khan Academy,male,entomologist|zoologist,None
William Jennings Bryan,7,Khan Academy,male,lawyer|writer|politician|diplomat|editor|publisher,None
Weimar Germany,6,Khan Academy,None,None,None
the Doolittle Raid,8,Khan Academy,None,None,None
Michel,7,Khan Academy,male,association football player|association football manager|television presenter,None
