Name,Count,Channel,gender,occupation,ethnic_group
Elijah,19,PragerU,male,singer,None
William McKinley's,4,PragerU,None,None,None
Ida,5,PragerU,female,nun,None
A. Russo-Japanese,6,PragerU,None,None,None
Flag Trophy,5,PragerU,None,None,None
Ethan,24,PragerU,female,ice hockey player,None
Herbert Hoover's,4,PragerU,None,None,None
Breck,11,PragerU,female,hymnwriter,None
Hoover,4,PragerU,male,singer|songwriter,None
Harding,7,PragerU,male,painter,None
Coolidge,1,PragerU,None,botanist,None
Warren G. Harding,5,PragerU,male,businessperson|politician|statesperson|newspaper editor,None
A. George Washington,7,PragerU,None,None,None
Donald Trump,4,PragerU,male,actor|writer|politician|merchant|businessperson|entrepreneur|chief executive officer|investor|film producer|television producer|restaurateur|real estate entrepreneur|conspiracy theorist|game show host|business magnate,White Americans
Condoleezza Rice,34,PragerU,female,writer|politician|diplomat|pedagogue|political scientist|university teacher|pianist|academic|autobiographer,African Americans
Condoleezza Rice's,5,PragerU,None,None,None
George H.W. Bush,38,PragerU,male,politician|entrepreneur|diplomat|statesperson|aircraft pilot|naval officer|autobiographer|baseball player,None
B. Tim Crow,5,PragerU,None,None,None
B. Thomas Jefferson,11,PragerU,None,None,None
Eww,10,PragerU,None,None,None
Salmon,7,PragerU,male,painter,None
James,68,PragerU,male,Catholic bishop|Catholic priest,None
John Quincy Adams',12,PragerU,None,None,None
Jaylen,6,PragerU,None,None,None
Anna,11,PragerU,None,None,None
Angela,10,PragerU,female,singer|actor,None
Sandra Day O'Connor,47,PragerU,female,judge|lawyer|jurist|politician,None
Sandra Day O'Connor's,13,PragerU,None,None,None
Bush,9,PragerU,male,politician|military officer|businessperson|motivational speaker|autobiographer|statesperson|painter|financier|rugby union player,None
Gore,1,PragerU,male,writer|businessperson|politician|climate activist|journalist|financier|environmentalist|blogger|orator,None
Sandra,6,PragerU,female,singer,None
Ronald Reagan,52,PragerU,male,screenwriter|actor|statesperson|military officer|politician|character actor|voice actor|art collector|lifeguard|announcer|television actor|autobiographer|film actor|diarist|game show host|anti-communist|trade unionist,None
George Bush,11,PragerU,male,politician|military officer|businessperson|motivational speaker|autobiographer|statesperson|painter|financier|rugby union player,None
Bill Clinton,5,PragerU,male,teacher|politician|writer|autobiographer|lawyer|governor|jurist|saxophonist|diplomat|statesperson,None
Barack Obama,3,PragerU,male,lawyer|politician|jurist|statesperson|podcaster|political writer|academic|community organizer|memoirist,African Americans
Alex,13,PragerU,None,None,None
Silas,7,PragerU,male,screenwriter|animator|comics artist|animation director|film director|cartoonist|film producer|director|science fiction writer|producer|drawer,None
Alexander Hamilton,32,PragerU,male,Christian minister,None
Dwight D. Eisenhower,5,PragerU,male,writer|statesperson|army officer|politician|military personnel|military officer,None
Alexander Hamilton's,4,PragerU,None,None,None
Dolly,4,PragerU,female,pop singer,None
Lucy,19,PragerU,female,None,None
Amy Coney Barrett,43,PragerU,female,lawyer|judge|jurist|university teacher,None
Trump,2,PragerU,male,actor|writer|politician|merchant|businessperson|entrepreneur|chief executive officer|investor|film producer|television producer|restaurateur|real estate entrepreneur|conspiracy theorist|game show host|business magnate,White Americans
Ruth Bader Ginsburg,1,PragerU,female,judge|lawyer|jurist,None
strawberry,5,PragerU,None,None,None
Amy Coney Barrett's,10,PragerU,None,None,None
A. Nathan Hale,5,PragerU,None,None,None
Sophia,15,PragerU,female,None,None
Frederick Douglass,9,PragerU,male,writer|businessperson|film editor|orator|politician|abolitionist|autobiographer|diplomat|suffragist|editor|caulker|journalist,African Americans
Frederick Douglass',2,PragerU,None,None,None
Adam,13,PragerU,male,singer,None
Jefferson,56,PragerU,male,association football player,None
Hudson,10,PragerU,male,art collector|painter|visual artist|portraitist,None
Antonio,7,PragerU,male,Catholic priest|Catholic bishop,None
Monticello,4,PragerU,None,None,None
A. Bald Eagle,6,PragerU,None,None,None
George III,10,PragerU,male,monarch|politician|ruler|aristocrat|art collector|patron of the arts,None
Charlie,37,PragerU,male,tennis coach|tennis player,None
Margaret Thatcher,28,PragerU,female,politician|statesperson|chemist|autobiographer|barrister,White British
B. King George III,5,PragerU,None,None,None
Charles,2,PragerU,female,singer|singer-songwriter,None
Winner,4,PragerU,female,botanist,None
Calvin Coolidge,30,PragerU,male,politician|lawyer|statesperson|autobiographer,None
Morgan,7,PragerU,male,botanist|mycologist,None
Claire,46,PragerU,female,author|nun|Poor Clare nun|founder of Catholic religious community|philosopher|mystic|religious writer,None
Peter,13,PragerU,male,monk|hermit,None
Prigger you Kids,6,PragerU,None,None,None
A. Francis Scott Key B. Paul,7,PragerU,None,None,None
Megan,7,PragerU,female,lyricist|film producer|screenwriter|television producer|storyteller,None
B. France,7,PragerU,male,etcher|printmaker|painter|drawer,None
Ewww,22,PragerU,None,None,None
Aiden,6,PragerU,None,None,None
Bill,5,PragerU,male,politician|diplomat|ambassador,None
Ma'ear,12,PragerU,None,None,None
Oliver,30,PragerU,male,singer,None
Andrew Mellon,37,PragerU,male,politician|diplomat|banker|art collector,None
Ava,5,PragerU,female,immured|writer|poet,None
A. Benjamin Franklin,5,PragerU,None,None,None
C. John Adams,8,PragerU,None,None,None
Mellon,12,PragerU,female,photographer|writer|poet|journalist|novelist,None
Simon,7,PragerU,male,Catholic bishop|Catholic priest,None
Monroe,7,PragerU,male,record producer,None
Samuel,15,PragerU,male,Eastern Orthodox priest,None
James Polk,21,PragerU,male,farmer|lawyer|politician|statesperson,None
Paul Revere,34,PragerU,male,military personnel|entrepreneur|silversmith|Minutemen,None
Jimmy,2,PragerU,male,None,None
James Polk's,8,PragerU,None,None,None
John Tyler,48,PragerU,male,lawyer|politician|statesperson,None
A. Texas,6,PragerU,None,None,None
C. Arizona,5,PragerU,None,None,None
Hillary Clinton,2,PragerU,female,politician|jurist|diplomat|lawyer|university teacher|film producer|podcaster|autobiographer,None
Zuzman,5,PragerU,None,None,None
Lenoy Ashram,17,PragerU,None,None,None
Lenoy Ashram's,7,PragerU,None,None,None
Grover Cleveland,37,PragerU,male,writer|lawyer|politician|executioner|statesperson,Scotch-Irish Americans
Gerald Ford,23,PragerU,male,lawyer|politician|military officer|gridiron football player|statesperson|autobiographer|American football player,None
Nixon,23,PragerU,male,politician|lawyer|military officer|statesperson|autobiographer,None
Eisenhower,1,PragerU,male,writer|statesperson|army officer|politician|military personnel|military officer,None
Kennedy,5,PragerU,male,writer|politician|statesperson|journalist|naval officer|anti-communist,Irish Americans
Josiah,27,PragerU,male,musician,None
Martin Van Viren,13,PragerU,None,None,None
Van Buren,24,PragerU,male,writer|lawyer|politician|diplomat|statesperson,None
Van Buren's,5,PragerU,None,None,None
Teddy Roosevelt,39,PragerU,male,naturalist|writer|politician|historian|statesperson|ornithologist|rancher|essayist|conservationist|explorer|autobiographer|diarist,None
Teddy Roosevelt's,9,PragerU,None,None,None
Jackson,23,PragerU,male,pornographic actor,None
Melody,13,PragerU,female,singer|television presenter,None
Ariel,10,PragerU,female,singer,None
Ulysses S. Grant,8,PragerU,male,writer|statesperson|explorer|army officer,None
A. Thomas Jefferson,11,PragerU,None,None,None
Robert E. Lee,5,PragerU,male,military personnel|military officer|army officer,None
Grant,12,PragerU,male,writer|zoologist|anatomist,None
Robert E. Lee's,4,PragerU,None,None,None
S. Grant,1,PragerU,None,None,None
Mark Twain,7,PragerU,male,writer|travel writer|journalist|aphorist|children's writer|teacher|opinion journalist|novelist|prose writer|humorist|autobiographer|science fiction writer,None
Kira,26,PragerU,female,singer,None
Carrie Strug,6,PragerU,None,None,None
Shelby,8,PragerU,female,model,None
Alyssa Rosenbaum,6,PragerU,None,None,None
John Kennedy,2,PragerU,male,writer|politician|statesperson|journalist|naval officer|anti-communist,Irish Americans
James A. Garfield,20,PragerU,male,writer|lawyer|military personnel|politician|statesperson,None
Lyric,6,PragerU,female,actor,None
Garfield,26,PragerU,male,television actor,None
Wilbur,6,PragerU,female,comics writer,None
Andrew Johnson,47,PragerU,male,politician|military officer|tailor|statesperson,None
Kinda,4,PragerU,None,None,None
Saul,5,PragerU,male,writer|traveler|rabbi|missionary|theologian|artisan|religious figure,None
JP Morgan,10,PragerU,None,researcher,None
Sol,5,PragerU,male,comedian|screenwriter|actor|television actor|film actor|storyteller|circus performer,None
J.P. Morgan,21,PragerU,male,banker|art collector|entrepreneur|financier,None
John Tyler's,7,PragerU,None,None,None
William Henry Harrison,35,PragerU,male,politician|military officer|diplomat|statesperson,None
Elynn,11,PragerU,None,None,None
Harrison,16,PragerU,male,baseball player,None
Tyler,17,PragerU,male,zoologist|herpetologist|ecologist,None
Johnny,15,PragerU,male,rugby league player,None
Benjamin Harrison,40,PragerU,male,writer|politician|lawyer|military officer|statesperson,None
William Tecumseh Sherman,2,PragerU,male,writer|lawyer|military officer|banker,None
Benjamin Harrison's,5,PragerU,None,None,None
James Monroe's,8,PragerU,None,None,None
Albert,8,PragerU,male,None,None
Henry,16,PragerU,male,film producer,None
Harry S. Truman,24,PragerU,male,judge|businessperson|politician|military officer|diarist,None
Solomon,5,PragerU,male,priest|Catholic bishop,None
Harry S. Truman's,5,PragerU,None,None,None
Andrew,10,PragerU,male,politician,None
Winston Churchill,2,PragerU,male,politician|historian,None
Lauren,11,PragerU,male,association football player,None
Chester A. Arthur,14,PragerU,male,politician|lawyer|military officer|statesperson|educator,None
Chester A. Arthur's,5,PragerU,None,None,None
C. Patronage,13,PragerU,None,None,None
C. Patronage's,6,PragerU,None,None,None
C. Alexander Hamilton,5,PragerU,None,None,None
James Garfield,10,PragerU,male,writer|lawyer|military personnel|politician|statesperson,None
Andrew Carnegie,37,PragerU,male,entrepreneur|economist|writer|philanthropist|fabricator|merchant|business magnate|industrialist,None
Andrew Carnegie's,5,PragerU,None,None,None
Jace,7,PragerU,male,visual artist|graffiti artist,None
Levi,30,PragerU,male,zoologist|university teacher|entomologist|arachnologist,None
Cornelius Vanderbilt,18,PragerU,male,entrepreneur|railway executive,None
Vanderbilt,10,PragerU,None,None,None
Jason,10,PragerU,male,priest|kohen,None
Millard Fillmore,1,PragerU,male,statesperson|lawyer|politician,None
Jimmy Carter,1,PragerU,male,writer|businessperson|engineer|humanitarian|submariner|novelist|politician|naval officer|peace activist|farmer|environmentalist|autobiographer|diplomat|statesperson|human rights activist,None
Richard Nixon,5,PragerU,male,politician|lawyer|military officer|statesperson|autobiographer,None
George H.W. Bush's,2,PragerU,None,None,None
Rutherford B. Hayes,28,PragerU,male,lawyer|statesperson|military officer,None
Hayes,18,PragerU,male,painter|photographer|engraver|graphic artist|lithographer,None
Tom Sawyer,5,PragerU,male,teacher|politician,None
Huckleberry Finn,5,PragerU,None,None,None
Porter,8,PragerU,male,botanist,None
Charles Schwab,17,PragerU,male,businessperson|engineer,None
Charles M. Schwab,17,PragerU,male,businessperson|engineer,None
Charles M. Schwab's,6,PragerU,None,None,None
Schwab,26,PragerU,None,None,None
Crockett,12,PragerU,male,botanist,None
Charles Schwab's,7,PragerU,None,None,None
Joe Biden,1,PragerU,male,writer|lawyer|politician|jurist|diplomat|university teacher,None
Joshua,30,PragerU,male,teacher|rabbi|prophet|carpenter|pastor|thaumaturge|father of faith|healer|tektōn|religious leader|Messiah|preacher,Jewish people
George P. Mitchell,25,PragerU,male,businessperson,None
George P. Mitchell's,8,PragerU,None,None,None
John D. Rockefeller,26,PragerU,male,accountant|entrepreneur|banker,Americans
John D. Rockefeller's,9,PragerU,None,None,None
Andrew Johnson's,5,PragerU,None,None,None
John Wilkes Booth,1,PragerU,male,actor|writer|stage actor,None
William Seward,1,PragerU,male,writer|lawyer|politician|diplomat,None
Scarlett,5,PragerU,female,singer,None
Miller Fillmore,10,PragerU,None,None,None
Zachary Taylor,30,PragerU,male,statesperson,None
B. Thomas Edison,7,PragerU,None,None,None
Miller,6,PragerU,male,curator|zoologist|botanist,None
Zachary Taylor's,3,PragerU,None,None,None
Katen,6,PragerU,male,painter,None
Winfield Scott,4,PragerU,male,politician|military officer,None
Kate,19,PragerU,female,None,None
Northerners,1,PragerU,None,None,None
King John,2,PragerU,male,monarch,None
King George III,4,PragerU,male,monarch|politician|ruler|aristocrat|art collector|patron of the arts,None
Farmer George,6,PragerU,male,monarch|politician|ruler|aristocrat|art collector|patron of the arts,None
Ta-da,14,PragerU,None,None,None
Charles Lindbergh,5,PragerU,male,inventor|engineer|fighter pilot|aviation writer|air force officer|aircraft pilot|peace activist|autobiographer|diarist,None
Amelia Earhart,5,PragerU,female,journalist|aircraft pilot|travel writer|memoirist|women's rights activist|aviation writer,None
Crafts History,18,PragerU,None,None,None
Martin Luther King's,1,PragerU,None,None,None
King,8,PragerU,male,king,None
Lyndon B. Johnson,2,PragerU,male,politician|teacher|statesperson|rancher,None
Fred Harvey,13,PragerU,male,businessperson,None
Harvey,7,PragerU,male,engineer|military flight engineer,None
Push,1,PragerU,male,actor|television presenter|radio personality|model|television actor,None
George Washington Carver,9,PragerU,male,inventor|chemist|biologist|university teacher|mycologist|botanist,African Americans
Street Smarts,48,PragerU,None,None,None
Maya,6,PragerU,male,None,None
Diego,7,PragerU,male,association football player,None
Bennett,4,PragerU,male,physician|ichthyologist|zoologist,None
Lee,11,PragerU,female,None,None
Street Smart,34,PragerU,None,None,None
Selena,9,PragerU,female,spokesperson|actor|singer|fashion designer|television actor|film actor,None
George III's,5,PragerU,None,None,None
Dan,2,PragerU,None,None,None
Richard,6,PragerU,male,Catholic priest|Catholic bishop,None
Selena Lewis,5,PragerU,None,None,None
Amelia,2,PragerU,female,politician,None
Chex,13,PragerU,None,None,None
Leo,133,PragerU,male,association football manager|association football player|journalist,None
Luke,3,PragerU,male,physician|writer|Four Evangelists|painter|evangelist|iconographer,None
Street Smart's,17,PragerU,None,None,None
Ruth,2,PragerU,female,association football player,None
John F. Kennedy's,1,PragerU,None,None,None
Spiro Agnew,1,PragerU,male,politician|lawyer,None
Clinton,6,PragerU,male,teacher|politician|writer|autobiographer|lawyer|governor|jurist|saxophonist|diplomat|statesperson,None
Matthew,2,PragerU,male,publican|presbyter|tax collector,None
Chris,9,PragerU,male,voice actor|actor,None
B. Franklin D. Roosevelt,5,PragerU,None,None,None
Christina,10,PragerU,female,monarch|writer|painter|philosopher|art collector,None
Riley,7,PragerU,male,coach|basketball coach|American football player|basketball player,None
Timothy,17,PragerU,male,priest,None
Rocco,11,PragerU,male,disc jockey|record producer,None
Zaltar,5,PragerU,None,None,None
B. John Adams,16,PragerU,None,None,None
Kelsey,9,PragerU,male,cricketer,None
Jacob,15,PragerU,male,priest,None
Selena Lois,6,PragerU,None,None,None
Jordan,7,PragerU,male,pornographic actor,None
Law,2,PragerU,male,photographer,None
Gianna,6,PragerU,None,None,None
Elle,5,PragerU,male,painter,None
William Howard Taft,1,PragerU,male,judge|writer|lawyer|politician|statesperson|prosecutor|pedagogue|university teacher,None
Fred,1,PragerU,male,director|lepidopterist,None
Brian,9,PragerU,male,art dealer|art historian|art collector,None
B. Congress,7,PragerU,None,None,None
Maddie,9,PragerU,female,artistic gymnast,None
B. The Washington Monument,5,PragerU,None,None,None
Amy,7,PragerU,female,pornographic actor,None
Max,6,PragerU,male,art dealer|official|French resistance fighter,None
Everett,2,PragerU,male,botanist,None
Bibi,10,PragerU,male,military personnel|politician|political scientist|political writer|diplomat|statesperson,None
max,5,PragerU,None,None,None
McKenna,6,PragerU,None,None,None
B. Quining,6,PragerU,None,None,None
Patrick Henry,2,PragerU,male,writer|lawyer|politician,None
A.,1,PragerU,male,researcher,None
B. John Hancock,18,PragerU,None,None,None
Jeff,1,PragerU,male,researcher,None
Arnold Schwarzenegger,7,PragerU,male,businessperson|politician|actor|powerlifter|autobiographer|entrepreneur|film producer|film actor|bodybuilder,None
Leila,23,PragerU,female,disc jockey,None
Pespucci,5,PragerU,None,None,None
Molly Pitcher,6,PragerU,female,military personnel,None
Jesus Christ,1,PragerU,male,teacher|rabbi|prophet|carpenter|pastor|thaumaturge|father of faith|healer|tektōn|religious leader|Messiah|preacher,Jewish people
Jesus Christ's,2,PragerU,None,None,None
Hitler,4,PragerU,male,politician,None
Moore,8,PragerU,male,visual artist|painter,None
Wright,10,PragerU,male,painter|architectural draftsperson|portraitist|landscape painter,None
Franklin Delano Roosevelt,1,PragerU,male,statesperson,None
Saddow Munamori,9,PragerU,None,None,None
Hailey Johnson,9,PragerU,female,actor,None
Rosa Parks',1,PragerU,None,None,None
Booker T. Washington,4,PragerU,male,writer|businessperson|politician|teacher|pedagogue|human rights activist|educator|autobiographer,African Americans
Franklin,7,PragerU,male,writer|engineer|mathematician|journalist,None
George Marshall,5,PragerU,male,politician|diplomat|American football player|army officer,None
Churchill,9,PragerU,male,botanist,None
Blackwell,6,PragerU,male,record producer|songwriter|conductor,None
Anthony,7,PragerU,male,actor|model|film actor,None
Frederick,1,PragerU,male,politician,None
Desi,5,PragerU,female,cross-country skier|biathlete,None
Maria,7,PragerU,female,politician,None
Marbury,1,PragerU,None,None,None
Sherman,1,PragerU,male,botanist,None
Ida B. Wells,1,PragerU,female,writer|human rights activist|journalist|sociologist|suffragist,African Americans
Thomas Alva Edison,5,PragerU,male,entrepreneur|businessperson|screenwriter|inventor|film director|engineer|physicist|mathematician,Americans
Levi Strauss,8,PragerU,male,inventor|entrepreneur|designer,None
Clara Barton,5,PragerU,female,writer|humanitarian|teacher|nurse|author|philanthropist|diarist,None
Barton,5,PragerU,male,physician|zoologist|university teacher|botanist,None
Douglass,1,PragerU,male,artist,African Americans
William Lloyd Garrison,5,PragerU,male,writer|editor|journalist|abolitionist|social reformer,None
Bannaker,8,PragerU,None,None,None
Tom,32,PragerU,male,poet|actor|singer|singer-songwriter|songwriter|street artist|television actor|teacher,Romanian Americans|Jewish people
Huck,31,PragerU,male,Canadian football player,None
Twain,6,PragerU,male,None,None
Jim,6,PragerU,male,American football player,None
Braddock,3,PragerU,None,None,None
Ruby,1,PragerU,female,pornographic actor,None
James K. Polk,2,PragerU,male,farmer|lawyer|politician|statesperson,None
Hooray,1,PragerU,female,snooker player,None
John Smith,2,PragerU,male,politician,None
Jamestown,1,PragerU,None,None,None
Woodrow Wilson,1,PragerU,male,writer|teacher|lawyer|politician|jurist|statesperson|political scientist|university teacher|academic,None
