Name,Count,Channel
Amelia Earhart,5,PragerU
Crafts History,18,PragerU
Martin Luther King's,1,PragerU
King,8,PragerU
Lyndon B. Johnson,2,PragerU
Fred Harvey,13,PragerU
Harvey,7,PragerU
Push,1,PragerU
George Washington Carver,9,PragerU
Street Smarts,48,PragerU
Maya,6,PragerU
Diego,7,PragerU
Bennett,4,PragerU
Lee,11,PragerU
Street Smart,34,PragerU
Selena,9,PragerU
George III's,5,PragerU
Dan,2,PragerU
Richard,6,PragerU
Selena Lewis,5,PragerU
Amelia,2,PragerU
Chex,13,PragerU
Leo,133,PragerU
Luke,3,PragerU
Street Smart's,17,PragerU
Ruth,2,PragerU
John F. Kennedy's,1,PragerU
Spiro Agnew,1,PragerU
Clinton,6,PragerU
Matthew,2,PragerU
Chris,9,PragerU
B. Franklin D. Roosevelt,5,PragerU
Christina,10,PragerU
Riley,7,PragerU
Timothy,17,PragerU
Rocco,11,PragerU
Zaltar,5,PragerU
B. John Adams,16,PragerU
Kelsey,9,PragerU
Jacob,15,PragerU
Selena Lois,6,PragerU
Jordan,7,PragerU
Law,2,PragerU
Gianna,6,PragerU
Elle,5,PragerU
William Howard Taft,1,PragerU
Fred,1,PragerU
Brian,9,PragerU
B. Congress,7,PragerU
Maddie,9,PragerU
B. The Washington Monument,5,PragerU
Amy,7,PragerU
Max,6,PragerU
Everett,2,PragerU
Bibi,10,PragerU
max,5,PragerU
McKenna,6,PragerU
B. Quining,6,PragerU
Patrick Henry,2,PragerU
A.,1,PragerU
B. John Hancock,18,PragerU
Jeff,1,PragerU
Arnold Schwarzenegger,7,PragerU
Leila,23,PragerU
Pespucci,5,PragerU
Molly Pitcher,6,PragerU
Jesus Christ,1,PragerU
Jesus Christ's,2,PragerU
Hitler,4,PragerU
Moore,8,PragerU
Wright,10,PragerU
Franklin Delano Roosevelt,1,PragerU
Saddow Munamori,9,PragerU
Hailey Johnson,9,PragerU
Rosa Parks',1,PragerU
Booker T. Washington,4,PragerU
Franklin,7,PragerU
George Marshall,5,PragerU
Churchill,9,PragerU
Blackwell,6,PragerU
Anthony,7,PragerU
Frederick,1,PragerU
Desi,5,PragerU
Maria,7,PragerU
Marbury,1,PragerU
Sherman,1,PragerU
Ida B. Wells,1,PragerU
Thomas Alva Edison,5,PragerU
Levi Strauss,8,PragerU
Clara Barton,5,PragerU
Barton,5,PragerU
Douglass,1,PragerU
William Lloyd Garrison,5,PragerU
Bannaker,8,PragerU
Tom,32,PragerU
Huck,31,PragerU
Twain,6,PragerU
Jim,6,PragerU
Braddock,3,PragerU
Ruby,1,PragerU
James K. Polk,2,PragerU
Hooray,1,PragerU
John Smith,2,PragerU
Jamestown,1,PragerU
Woodrow Wilson,1,PragerU
